content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"weh beneran aplikasi ini menjadikan w lebih rajin menabung karena sistem penarikan uangnya yang 2-7 hari jadinya kita punya halangan karena harus menunggu 2-7 hari, ga kayak bank/celengan jika kita pengen ambil ya detik itu kita dapatkan. ini aplikasi memang jos! apalagi bikin w semakin melek apa itu investasi jangka panjang",5,Positif,weh beneran aplikasi ini menjadikan w lebih rajin menabung karena sistem penarikan uangnya yang  hari jadinya kita punya halangan karena harus menunggu  hari ga kayak bankcelengan jika kita pengen ambil ya detik itu kita dapatkan ini aplikasi memang jos apalagi bikin w semakin melek apa itu investasi jangka panjang,weh beneran aplikasi menjadikan w rajin menabung sistem penarikan uangnya halangan menunggu ga kayak bankcelengan pengen ambil ya detik dapatkan aplikasi jos bikin w melek investasi jangka,"['weh', 'beneran', 'aplikasi', 'menjadikan', 'w', 'rajin', 'menabung', 'sistem', 'penarikan', 'uangnya', 'halangan', 'menunggu', 'ga', 'kayak', 'bankcelengan', 'pengen', 'ambil', 'ya', 'detik', 'dapatkan', 'aplikasi', 'jos', 'bikin', 'w', 'melek', 'investasi', 'jangka']",weh beneran aplikasi jadi w rajin tabung sistem tari uang halang tunggu ga kayak bankcelengan ken ambil ya detik dapat aplikasi jos bikin w melek investasi jangka
Seneng banget pake bibit bisa nabung rutin juga bisa dapetin cashback nya. Buat yg pertama pake bibit pake kode referal : Pintarpintar Buat dapetin cashback Rp. 25.000 setiap nabung Rp. 100.000,5,Positif,seneng banget pake bibit bisa nabung rutin juga bisa dapetin cashback nya buat yg pertama pake bibit pake kode referal  pintarpintar buat dapetin cashback rp  setiap nabung rp ,seneng banget pake bibit nabung rutin dapetin cashback nya yg pake bibit pake kode referal pintarpintar dapetin cashback rp nabung rp,"['seneng', 'banget', 'pake', 'bibit', 'nabung', 'rutin', 'dapetin', 'cashback', 'nya', 'yg', 'pake', 'bibit', 'pake', 'kode', 'referal', 'pintarpintar', 'dapetin', 'cashback', 'rp', 'nabung', 'rp']",neng banget pake bibit nabung rutin dapetin cashback nya yg pake bibit pake kode referal pintarpintar dapetin cashback rp nabung rp
"kenapa bibitku tidak bisa di buka , katany aplikasi tidk dapat dibuka dalam mode debug padhal hp saya tidak dalam mode debug . aneh banget sih padahal mau nabung lagi . tolong lah min d jawab.",1,Negatif,kenapa bibitku tidak bisa di buka  katany aplikasi tidk dapat dibuka dalam mode debug padhal hp saya tidak dalam mode debug  aneh banget sih padahal mau nabung lagi  tolong lah min d jawab,bibitku buka katany aplikasi tidk dibuka mode debug padhal hp mode debug aneh banget sih nabung tolong min d,"['bibitku', 'buka', 'katany', 'aplikasi', 'tidk', 'dibuka', 'mode', 'debug', 'padhal', 'hp', 'mode', 'debug', 'aneh', 'banget', 'sih', 'nabung', 'tolong', 'min', 'd']",bibit buka katany aplikasi tidk buka mode debug padhal hp mode debug aneh banget sih nabung tolong min d
"Parah sih, sengaja ninggalin saldo di pasar uang terus apk aku uninstal sengaja buka di 3 tahun kedepan pas ini udah 3 tahun aku buka rupanya saldo Rp. 0 PARAH SIH. emang ga seberapa sih cuman yaa gimana ya, paham laah sampai disini.",1,Negatif,parah sih sengaja ninggalin saldo di pasar uang terus apk aku uninstal sengaja buka di  tahun kedepan pas ini udah  tahun aku buka rupanya saldo rp  parah sih emang ga seberapa sih cuman yaa gimana ya paham laah sampai disini,parah sih sengaja ninggalin saldo pasar uang apk uninstal sengaja buka kedepan pas udah buka saldo rp parah sih emang ga sih cuman yaa gimana ya paham laah,"['parah', 'sih', 'sengaja', 'ninggalin', 'saldo', 'pasar', 'uang', 'apk', 'uninstal', 'sengaja', 'buka', 'kedepan', 'pas', 'udah', 'buka', 'saldo', 'rp', 'parah', 'sih', 'emang', 'ga', 'sih', 'cuman', 'yaa', 'gimana', 'ya', 'paham', 'laah']",parah sih sengaja ninggalin saldo pasar uang apk uninstal sengaja buka depan pas udah buka saldo rp parah sih emang ga sih cuman yaa gimana ya paham laah
"Aplikasinya oke menurut saya, sangat membatu sekali si untuk nabung, saya berharap mudah mudahan bisa berkembang terus. permasalahan yang saya dapat nabung di bibit, saya masih bingung dengan nilai persentasenya, di rekomendasi robo di aplikasi saya, pada reksadana saham nilai kenaikan pesentase yang ada di manager investasi rata rata meningkat, tapi di portofolio saya, persentasenya malah menurun, padahal setiap beli reksadana saham nilai persentasenya pas minus, mohon penjelasannya pak/ibu",4,Positif,aplikasinya oke menurut saya sangat membatu sekali si untuk nabung saya berharap mudah mudahan bisa berkembang terus permasalahan yang saya dapat nabung di bibit saya masih bingung dengan nilai persentasenya di rekomendasi robo di aplikasi saya pada reksadana saham nilai kenaikan pesentase yang ada di manager investasi rata rata meningkat tapi di portofolio saya persentasenya malah menurun padahal setiap beli reksadana saham nilai persentasenya pas minus mohon penjelasannya pakibu,aplikasinya oke membatu si nabung berharap mudah mudahan berkembang permasalahan nabung bibit bingung nilai persentasenya rekomendasi robo aplikasi reksadana saham nilai kenaikan pesentase manager investasi meningkat portofolio persentasenya menurun beli reksadana saham nilai persentasenya pas minus mohon penjelasannya pakibu,"['aplikasinya', 'oke', 'membatu', 'si', 'nabung', 'berharap', 'mudah', 'mudahan', 'berkembang', 'permasalahan', 'nabung', 'bibit', 'bingung', 'nilai', 'persentasenya', 'rekomendasi', 'robo', 'aplikasi', 'reksadana', 'saham', 'nilai', 'kenaikan', 'pesentase', 'manager', 'investasi', 'meningkat', 'portofolio', 'persentasenya', 'menurun', 'beli', 'reksadana', 'saham', 'nilai', 'persentasenya', 'pas', 'minus', 'mohon', 'penjelasannya', 'pakibu']",aplikasi oke batu si nabung harap mudah mudah kembang masalah nabung bibit bingung nilai persentase rekomendasi robo aplikasi reksadana saham nilai naik pesentase manager investasi tingkat portofolio persentase turun beli reksadana saham nilai persentase pas minus mohon jelas pakibu
"Penyediaan layanan bayar langsung lewat mbanking sudah sangat bagus karena gratis ga perlu top up lewat aplikasi lain, (imho) kekurangan cuma 1 tolong lihat tetangga sebelah yang interfacenya jauh lebih sederhana, lebih mudah dan lebih gampang di mengerti, kok bibit aga ribet ya 🙏👍👍👍 sukses terus🔥🔥 seneng pake bibit karena beli RD ga pake potongan + ga perlu top up lewat aplikasi lain biar gratis bea admin",3,Positif,penyediaan layanan bayar langsung lewat mbanking sudah sangat bagus karena gratis ga perlu top up lewat aplikasi lain imho kekurangan cuma  tolong lihat tetangga sebelah yang interfacenya jauh lebih sederhana lebih mudah dan lebih gampang di mengerti kok bibit aga ribet ya  sukses terus seneng pake bibit karena beli rd ga pake potongan  ga perlu top up lewat aplikasi lain biar gratis bea admin,penyediaan layanan bayar langsung mbanking bagus gratis ga top up aplikasi imho kekurangan tolong lihat tetangga sebelah interfacenya sederhana mudah gampang mengerti bibit aga ribet ya sukses seneng pake bibit beli rd ga pake potongan ga top up aplikasi biar gratis bea admin,"['penyediaan', 'layanan', 'bayar', 'langsung', 'mbanking', 'bagus', 'gratis', 'ga', 'top', 'up', 'aplikasi', 'imho', 'kekurangan', 'tolong', 'lihat', 'tetangga', 'sebelah', 'interfacenya', 'sederhana', 'mudah', 'gampang', 'mengerti', 'bibit', 'aga', 'ribet', 'ya', 'sukses', 'seneng', 'pake', 'bibit', 'beli', 'rd', 'ga', 'pake', 'potongan', 'ga', 'top', 'up', 'aplikasi', 'biar', 'gratis', 'bea', 'admin']",sedia layan bayar langsung mbanking bagus gratis ga top up aplikasi imho kurang tolong lihat tetangga belah interfacenya sederhana mudah gampang erti bibit aga ribet ya sukses neng pake bibit beli rd ga pake potong ga top up aplikasi biar gratis bea admin
"Bagus. Tapi sayang update perubahan nilai saham tidak dilakukan saat sabtu dan minggu. Selain itu, aplikasi sering banget freeze saat akan masuk ke aplikasi. Tolong diperbaiki",2,Negatif,bagus tapi sayang update perubahan nilai saham tidak dilakukan saat sabtu dan minggu selain itu aplikasi sering banget freeze saat akan masuk ke aplikasi tolong diperbaiki,bagus sayang update perubahan nilai saham sabtu minggu aplikasi banget freeze masuk aplikasi tolong diperbaiki,"['bagus', 'sayang', 'update', 'perubahan', 'nilai', 'saham', 'sabtu', 'minggu', 'aplikasi', 'banget', 'freeze', 'masuk', 'aplikasi', 'tolong', 'diperbaiki']",bagus sayang update ubah nilai saham sabtu minggu aplikasi banget freeze masuk aplikasi tolong baik
Awalnya pencairan lancar waktu pertama ... skrg mau pencairan dana tiba² ada perbedaan data pada ktp dan norek ... padahal datanya keduanya sama ... terus apknya setelah di update malah reload terus ... maksudnya gimana ya??? Lumayan kan 300 ribu mau diambil ... padahal waktu itu ambil 200 ribu gk ada masalah tuh ...,1,Negatif,awalnya pencairan lancar waktu pertama  skrg mau pencairan dana tiba ada perbedaan data pada ktp dan norek  padahal datanya keduanya sama  terus apknya setelah di update malah reload terus  maksudnya gimana ya lumayan kan  ribu mau diambil  padahal waktu itu ambil  ribu gk ada masalah tuh ,pencairan lancar skrg pencairan dana perbedaan data ktp norek datanya apknya update reload maksudnya gimana ya lumayan ribu diambil ambil ribu gk tuh,"['pencairan', 'lancar', 'skrg', 'pencairan', 'dana', 'perbedaan', 'data', 'ktp', 'norek', 'datanya', 'apknya', 'update', 'reload', 'maksudnya', 'gimana', 'ya', 'lumayan', 'ribu', 'diambil', 'ambil', 'ribu', 'gk', 'tuh']",cair lancar skrg cair dana beda data ktp norek data apknya update reload maksud gimana ya lumayan ribu ambil ambil ribu gk tuh
"sya udh coba 6 bln,.tp gk ada sesuai harapan,.percuma infes klo berkurang,.klo kalangan bawah & pemula itu,. maunya sedikit menguntungkan gampang penjualan/penarikan. lama"" kyak infestasi bodong gk nie,.??!! Mau tup up jd maleskan,.",1,Negatif,sya udh coba  blntp gk ada sesuai harapanpercuma infes klo berkurangklo kalangan bawah  pemula itu maunya sedikit menguntungkan gampang penjualanpenarikan lama kyak infestasi bodong gk nie mau tup up jd maleskan,sya udh coba blntp gk sesuai harapanpercuma infes klo berkurangklo kalangan pemula maunya menguntungkan gampang penjualanpenarikan kyak infestasi bodong gk nie tup up jd maleskan,"['sya', 'udh', 'coba', 'blntp', 'gk', 'sesuai', 'harapanpercuma', 'infes', 'klo', 'berkurangklo', 'kalangan', 'pemula', 'maunya', 'menguntungkan', 'gampang', 'penjualanpenarikan', 'kyak', 'infestasi', 'bodong', 'gk', 'nie', 'tup', 'up', 'jd', 'maleskan']",sya udh coba blntp gk sesuai harapanpercuma infes klo berkurangklo kalang mula mau untung gampang penjualanpenarikan kyak infestasi bodong gk nie tup up jd maleskan
"Pengalaman kurang nyaman saat pencairan. Sudah memang waktu pencarian lama, ditambah juga suka gak ada kabar hingga 10 hari berlalu tapi dana belum juga masuk ke rekening saya. Mesti komplain dulu baru direspon, itupun prosesnya masih bertele tele. Kalau gak mau nasabah kecewa tolong segera diperbaiki sistemnya supaya ketika melewati batas 7 hari pencarian yang dijanjikan, sistem memberikan follow up otomatis permohonan maaf karena dana masih belum dapat dicairkan ke rekening nasabah.",2,Negatif,pengalaman kurang nyaman saat pencairan sudah memang waktu pencarian lama ditambah juga suka gak ada kabar hingga  hari berlalu tapi dana belum juga masuk ke rekening saya mesti komplain dulu baru direspon itupun prosesnya masih bertele tele kalau gak mau nasabah kecewa tolong segera diperbaiki sistemnya supaya ketika melewati batas  hari pencarian yang dijanjikan sistem memberikan follow up otomatis permohonan maaf karena dana masih belum dapat dicairkan ke rekening nasabah,pengalaman nyaman pencairan pencarian ditambah suka gak kabar dana masuk rekening mesti komplain direspon itupun prosesnya bertele tele gak nasabah kecewa tolong diperbaiki sistemnya melewati batas pencarian dijanjikan sistem follow up otomatis permohonan maaf dana dicairkan rekening nasabah,"['pengalaman', 'nyaman', 'pencairan', 'pencarian', 'ditambah', 'suka', 'gak', 'kabar', 'dana', 'masuk', 'rekening', 'mesti', 'komplain', 'direspon', 'itupun', 'prosesnya', 'bertele', 'tele', 'gak', 'nasabah', 'kecewa', 'tolong', 'diperbaiki', 'sistemnya', 'melewati', 'batas', 'pencarian', 'dijanjikan', 'sistem', 'follow', 'up', 'otomatis', 'permohonan', 'maaf', 'dana', 'dicairkan', 'rekening', 'nasabah']",alam nyaman cair cari tambah suka gak kabar dana masuk rekening mesti komplain direspon itu proses tele tele gak nasabah kecewa tolong baik sistem lewat batas cari janji sistem follow up otomatis mohon maaf dana cair rekening nasabah
"Tolong diperbaiki sistemnya,masa setelah update saya gg bisa lg masuk ke aplikasi dan sudah saya clear cache juga gg ada hasilnya🙏🙏tolong dana saya aman gg itu??dan selalu alasannya jaringan saya yg bermasalah padahal buka YouTube dan aplikasi lain aman-aman saja,tolong segera perbaiki🙏🙏🙏",1,Negatif,tolong diperbaiki sistemnyamasa setelah update saya gg bisa lg masuk ke aplikasi dan sudah saya clear cache juga gg ada hasilnyatolong dana saya aman gg itudan selalu alasannya jaringan saya yg bermasalah padahal buka youtube dan aplikasi lain amanaman sajatolong segera perbaiki,tolong diperbaiki sistemnyamasa update gg lg masuk aplikasi clear cache gg hasilnyatolong dana aman gg itudan alasannya jaringan yg bermasalah buka youtube aplikasi amanaman sajatolong perbaiki,"['tolong', 'diperbaiki', 'sistemnyamasa', 'update', 'gg', 'lg', 'masuk', 'aplikasi', 'clear', 'cache', 'gg', 'hasilnyatolong', 'dana', 'aman', 'gg', 'itudan', 'alasannya', 'jaringan', 'yg', 'bermasalah', 'buka', 'youtube', 'aplikasi', 'amanaman', 'sajatolong', 'perbaiki']",tolong baik sistemnyamasa update gg lg masuk aplikasi clear cache gg hasilnyatolong dana aman gg itudan alas jaring yg masalah buka youtube aplikasi amanaman sajatolong baik
Aneh sama bibit masa saya tarik ke rekening sebesar 150 pada penutupan harga tapi setelah dijual harga pasaran tetap jalan dan semakin berkurang mana proses pencairan nya lama lagi min paling cepat 3 hari kerja sudah kapok saya simpan uang di bibit mending di dana/gopay lebih aman,1,Negatif,aneh sama bibit masa saya tarik ke rekening sebesar  pada penutupan harga tapi setelah dijual harga pasaran tetap jalan dan semakin berkurang mana proses pencairan nya lama lagi min paling cepat  hari kerja sudah kapok saya simpan uang di bibit mending di danagopay lebih aman,aneh bibit tarik rekening penutupan harga dijual harga pasaran jalan berkurang proses pencairan nya min cepat kerja kapok simpan uang bibit mending danagopay aman,"['aneh', 'bibit', 'tarik', 'rekening', 'penutupan', 'harga', 'dijual', 'harga', 'pasaran', 'jalan', 'berkurang', 'proses', 'pencairan', 'nya', 'min', 'cepat', 'kerja', 'kapok', 'simpan', 'uang', 'bibit', 'mending', 'danagopay', 'aman']",aneh bibit tarik rekening tutup harga jual harga pasar jalan kurang proses cair nya min cepat kerja kapok simpan uang bibit mending danagopay aman
"Saya mau mengkritisi Bibit ya..saya sudah maen d bibit selama 2 tahun kurang dan naro bibit,Selama yang saya rasakan lumayan bagus meningkat eh pas mau di cairkan sumpah gk masuk akal turuns drastis keuntungan nya gak papahm maksudnya apa, pdahal sudah 3 kali cair keuntungan nya turun bngtt... Apakah itu ada main tngan juga? Tolong perbaiki layanannya",4,Positif,saya mau mengkritisi bibit yasaya sudah maen d bibit selama  tahun kurang dan naro bibitselama yang saya rasakan lumayan bagus meningkat eh pas mau di cairkan sumpah gk masuk akal turuns drastis keuntungan nya gak papahm maksudnya apa pdahal sudah  kali cair keuntungan nya turun bngtt apakah itu ada main tngan juga tolong perbaiki layanannya,mengkritisi bibit yasaya maen d bibit naro bibitselama rasakan lumayan bagus meningkat eh pas cairkan sumpah gk masuk akal turuns drastis keuntungan nya gak papahm maksudnya pdahal kali cair keuntungan nya turun bngtt main tngan tolong perbaiki layanannya,"['mengkritisi', 'bibit', 'yasaya', 'maen', 'd', 'bibit', 'naro', 'bibitselama', 'rasakan', 'lumayan', 'bagus', 'meningkat', 'eh', 'pas', 'cairkan', 'sumpah', 'gk', 'masuk', 'akal', 'turuns', 'drastis', 'keuntungan', 'nya', 'gak', 'papahm', 'maksudnya', 'pdahal', 'kali', 'cair', 'keuntungan', 'nya', 'turun', 'bngtt', 'main', 'tngan', 'tolong', 'perbaiki', 'layanannya']",kritisi bibit yasaya maen d bibit naro bibitselama rasa lumayan bagus tingkat eh pas cair sumpah gk masuk akal turuns drastis untung nya gak papahm maksud pdahal kali cair untung nya turun bngtt main tngan tolong baik layan
"Cukup bagus utk investasi bagi yang mempunyai dana lebih & tidak terpakai. Tapi sayang... 1 hal yang sangat sangat saya tidak suka, menurut saya proses pencairan dana / penjualan SANGAT LAMA (saya pernah lebih dari 2 hari). Dengan kemajuan teknologi/semua online dan sudah terkoneksi... harusnya bisa cepat. Jadi kalau butuh dana mendadak... sudah pasti tidak bisa diandalkan. Atas kondisi inilah... saya tarik semua investasi di Bibit. Smoga bisa dilakukan perbaikan.",2,Negatif,cukup bagus utk investasi bagi yang mempunyai dana lebih  tidak terpakai tapi sayang  hal yang sangat sangat saya tidak suka menurut saya proses pencairan dana  penjualan sangat lama saya pernah lebih dari  hari dengan kemajuan teknologisemua online dan sudah terkoneksi harusnya bisa cepat jadi kalau butuh dana mendadak sudah pasti tidak bisa diandalkan atas kondisi inilah saya tarik semua investasi di bibit smoga bisa dilakukan perbaikan,bagus utk investasi dana terpakai sayang suka proses pencairan dana penjualan kemajuan teknologisemua online terkoneksi cepat butuh dana mendadak diandalkan kondisi tarik investasi bibit smoga perbaikan,"['bagus', 'utk', 'investasi', 'dana', 'terpakai', 'sayang', 'suka', 'proses', 'pencairan', 'dana', 'penjualan', 'kemajuan', 'teknologisemua', 'online', 'terkoneksi', 'cepat', 'butuh', 'dana', 'mendadak', 'diandalkan', 'kondisi', 'tarik', 'investasi', 'bibit', 'smoga', 'perbaikan']",bagus utk investasi dana pakai sayang suka proses cair dana jual maju teknologisemua online koneksi cepat butuh dana dadak andal kondisi tarik investasi bibit smoga baik
