userName,score,at,content
Alice,3,2021-07-23 16:20:49,"Fitur robot investasinya bagus, yang membuat kecewa cuma error tampilan aplikasinya tidak ada perbaikan sama sekali, bahkan sekarang membuka situs via opera mini juga mengalami tampilan error. Benar-benar membuat investasi di bibit menjadi ragu"
Lionel Chilton,5,2021-07-15 17:45:57,"Aplikasi yang bermanfaat bagi saya yang pemula dalam dunia reksadana,karena mudah dimengerti. Dan sangat cocok untuk saya yang ingin berinvestasi dalam jangka panjang. ;)"
alnap muldiansyah,4,2021-07-14 22:53:39,"aplikasinya lumayan aksesibel buat pengguna talkback atau tuna netra dan mudah digunakan, semoga kedepannya tambah baik lagi"
Aris Manik,1,2021-07-12 17:40:41,"Sangat amat tidak rekomendasi, penjualan Reksadana gk jelas. saya sudah menjual saham BNI Asset Management, PT dengan harga Rp 59.606 dan pada aplikasi di buat order jual berhasil, kemudian saya cek rekening saya yg masuk cuma Rp 7.507. Bukti screenshot dan mutasi rekening ada Dan dikatakan pihak bibit yg cair itu pasar uang, tp di aplikasi pasar uang belum cair.."
Xtion Play,3,2021-07-08 22:32:37,"Sistemnya udah bagus, udah ada ojk juga, tapi kenapa aku masuk app harus restart hp dulu ya? Awal-awal sih nggak masalah, tapi makin kesini makin ngeselin, tolong dong diperbaiki. Aku tau harus di restar dari app sebelah lagi, bibit nggak pernah balas masalah kayak gini"
Choky Aryatama,5,2021-07-06 00:37:11,"Kenapa Ya? Saya buka Aplikasi dan Web Bibit Sama aja, sama sama acak acak an Tampilannya. Ini Hp Saya Apa Aplikasi Bibit nya? Saya Cek Di Hp Yg Lain Pun sama aja... Edit : bibit memang keren, respon terhadap keluh kesah 😁 Aplikasi bibit di hp saya sudah normal 😍"
Ananda MF,1,2021-07-04 13:48:20,"Udah update clear cache, tetep aja gambarnya error, gak semua tampilan jelas di aplikasi. Ngecek nilai inves terus turun, mau dijual tapi tampilan jualnya gak ketemu2 gara gambar burk, itu sengaja bukan? Kalian gamau rugi sama yang pada ngejual investasi ya gara2 pasar lagi turun? Ditutup2 dalih gangguan? Kesalahan hp? Wkwkwk"
Zubaedah Zubaedah,2,2021-07-02 13:58:25,"Bibitnya keren, cuma aplikasinya aja yang UI nya berantakan di hp gua... Tampilannya tidak stabil. Mohon segera di perbaiki, ato jika hpku yg bermasalah tolong sarannya. Makasih"
adeng kurnia,1,2021-07-02 09:19:08,Sungguh sangat kecewa dengan pengembalian dana nya lama Di perbaiki lagi dong sistem jual nya gak usah nunggu 1 atau 2 dan bahkan lebih dari 3 Minggu blum cair padahal cuma kecil gimna kalo jual dengan harga yg besar kaya nya bisa tahunan mungkin baru bisa cair di perbaiki lagi tolong nnti saya kasih tambah bintang 🌟🌟🌟🌟🌟 Saya biasa nya gak pernah pelit masalah kasih bintang Namun karna proses penjualan yg lambat Sy hd kecewa
Keysar15 Akbar,1,2021-07-01 10:41:03,Coba meriview setelah cukup lama pake bibit.. Gak cocok banget buat saya.. Untuk beli dan jual yg sangat lama prosesnya! Apalagi untuk pencairan benar2 buat menguji kesabaran.. Masuk nya di cicil njir gmn kalo puluhan juta past lebih ribet lagi.. Smoga kedepan ada perbaikan.. Kalo kaya gni terus pasti males instal apk ini
Bagus Riesky Ramadhani,1,2021-06-30 18:27:55,notifikasi ny Reksadana berhasil dijual semuanya. tapi yg masuk rekening cuma 2 Reksadana. TIDAK AMANAH!
Just Muhee,5,2021-06-29 00:09:23,"Aplikasi yang bagus, dengan fitur yang lengkap jadi lebih mudah kalo mau nanya lewat tele ataupun wa juga bisa,csnya cepet juga pelayanannya,oiyaaa tolong adakan instrumen Syailendra ya, soalnya itu juga bagus, makasih"
Sri Winarsih,1,2021-06-25 08:41:01,"Udah berhasil jual dan udah 2 minggu dana tidak masuk sama sekali, udah menghubungi chat online juga dan harus melampirkan mutasi rekening koran dll. Apakah tidak bisa langsung dicek ya dananya sudah di transfer atau belum.. ihklasin saja, semoga diganti lain rezekinya"
Michael Ada' Demmanaba,1,2021-06-24 20:03:51,Pelayanan pencarian uang sangat lambat. Jujur saya sangat kecewa dengan keterlambatan sistem penjualan di apps ini saya harus menunggu 7hari untuk dana berhasil ke Bank. Tolong kedepannya proses pencarian dana di percepat:(
Cokorda Putra,1,2021-06-17 11:15:02,"Kenapa setelah diperbaharui dan setelah top up saldo,, aplikasi bibit saya tidak bisa dibuka,? Signal dsni kuat,, dan kuota saya masih banyak,, jdi sudah jelas bukan pnyebabnya dri aplikasi bibit itu sendiri,, tlng tanggapan secepatnya!!"
Daily Skincare,5,2021-06-13 21:55:35,"Kukasih rating karena bibit mau upgrade keluh kesah user . Lop dah , sebulan kemarin ajuin akun bca xpresi gabisa harus foto qris nya tapi skrg coba lagi eh malah lebih mudah . Wkwkkw thanks yap"
News Ilham Production,5,2021-06-12 13:51:23,"Cocok buat permula yang ingin belajar investasi, karena dengan tampilan ya yang simple dan mudah, serta admin yang selalu cepat membantu kita, dalam urusan yang kurang di mengerti, buruan daftar sekarang!"
Benny Yandi,3,2021-06-11 21:32:02,"Numpang nanya kk... Saya mncoba mau beli reksadana melalui linkaja melalui linkaja, namun selalu gagal sehingga banyak transaksi pembelian melalui linkaja yg tidak terselesaikan, ketika mau d coba beli lagi sudah tidak bisa menggunakan pembelian melalui link aja kk, mhon solusiny karena saya masih pemula"
Ryan Ardian,5,2021-06-10 08:16:14,"Pengalaman 3 hari sih puas banget.. Persyaratan daftar simple gak ribet.. Cara beli nya juga gampang.. Semua nya udah di atur sama robo.. Kita sebagai user tinggal pakai modal kita, robo yg atur.. Sangat ramah untuk investor pemula.. Banyak juga artikel dan kamus di aplikasi yg membantu kita untuk belajar berinvestasi.. Btw, baru pake 3 hari sudah dapat hasil lho.. 😁 Mantep lah pokok nya.."
Ari Hyt,1,2021-06-09 23:56:40,"Gagal registrasi mulu heran saya,padahal data-data yang saya tulis sudah sesuai. Tapi tetap disuruh revisi data ini maksudnya gimana? Terus di aplikasi tertulis ""registrasi anda belum berhasil"" tapi dibawahnya lagi tertulis ""sudah terdaftar""😅"
Vizard Prayoga,5,2021-06-08 15:56:50,"Sejauh ini aplikasinya bagus, UInya menarik dan mudah dipahami walaupun saya termasuk pemula. Saran saya tambah lagi metode pembayaran instan ShopeePay."
m.khabir channel,5,2021-06-08 11:12:12,"Bibit memang bagus, cocok buat impestasi apalagi buat pemula, kita bisa nabung lalu dapat untung."
Elma Dania,2,2021-06-07 19:09:02,Sudah berhari-hari saya gabisa buka aplikasi ini. Sudah coba saya uninstal dan instal kembali masih tetep gabisa d buka. Yg ada cuman tampilan layar tulisan bibit doang lamaaaaa banget sampe lampu layar mati tetep gitu mulu. Entah apa yg merasukimu 😿
Alhafiz Putra,4,2021-06-05 21:39:15,"All is good, kecuali di fitur nabung rutin yang agak membingungkan, karena set nabung rutin pilih pembayaran selain gopay tidak autodebit, lha buat apa milih metode pembayaran kalo ga autodebit, ujung2nya manual. Fitur nabung rutin utk selian gopay katanya hanya sebagai reminder, tapi reminder/notif nya ga masuk juga 🥲"
Neli Anisa,5,2021-06-05 06:50:44,"Baru beli reksadana 5 hari setelah pembelian berhasil udh dpt keuntungan 0,10% seneng bgttt, duhh nyesel knp ga dr dulu nabung pake ini🥺 Yuk yg blm daftar akun pake kode refferalku: untunginvestbibit Nanti dpt cashback 25k loh. Semangat nabung gaisss💪💪💪"
Rio,4,2021-06-03 21:30:15,Sering ada kendala saat membuka apk dengan keterangan (ada sekrup yang lepas) Tolong diperbaiki lagi. Agar pengguna bisa dengan konsisten memantau apk ini. Terima kasih.
Audrey Ang,2,2021-06-03 11:28:20,Akhir-akhir ini UInya agak error. Layer displaynya menumpuk dan tidak bisa dibuka. Apakah ada solusi ? Karena tidak ada update aplikasi terbaru yang tersedia.
Brilian Anugra,5,2021-06-01 23:15:02,"Aplikasi nya bagus, customer servicenya sangat membantu, tapi masih ada sedikit bug di user experience, gak fatal tapi akan lebih menyenangkan jika di perbaiki. Seperti, jika membuat sub menu harus tekan tanda silang gak bisa pakai tombol kembali jika di tekan malah keluar, dan kalau bisa ada foto profil supaya lebih berkesan milik pribadi nya. Tapi itu hanya sangat, developer dan tim udah keren, aplikasi asik😁👍"
Albani Ayattullah,2,2021-06-01 11:11:06,"Kmarin smpet jual semua rksadana saya,mulai dri pasar uang,obligasi dan saham,pasar uang cepat pengiriman hasil jualnya,tapi ad beberapa reksadana yg saya jual ngrasa tidak smua hasil penjualan saya dikirim k rekening,notif order jual berhasil tpi tidak sgera dikirim,jdi saya bngung,belum lagi uang lain dri kerjaan msuk hhmm,brusaha iklas tpi tetep aja kpikiran,tolong dong,klau skiranya mmang tidak segera dikirim hasil jualny, jngan sgera mngirimkan notif ""order penjualan berhasil"". terimakasih"
Cah BWS,4,2021-05-26 23:08:41,"Pertama kali pakai bibit saya langsung suka. Tampilannya user friendly, fitur lengkap dan sangat nyaman digunakan. Namun ada 1 kekuragan menurut saya, andai saja bibit menambahkan fitur deposit menggunakan DANA pasti akan lebih sempurna lg. Untuk update selanjutnya saya berharap bibit menambahkan pembayaran DANA ke dalam aplikasinya"
ulul abshar,5,2021-05-20 21:37:53,"aplikasinya sangat membantu dan mudah dipahami buat saya yang baru belajar apa itu saham dll.. bagus buat anak² muda yang baru mau belajar.. terimakasih, sukses terus"
Aziz Gagap,1,2021-05-19 00:36:33,"Potongan ngambil dana kita besar banget, gak worth it, aku invest 500 lebih pas di itung masuknya cuma 400 an, aku jual gara"" minus, ya tapi pas di protofolio masih 520 an walaupun minus, pas sampe ke rekeningku tinggal 400 ribuhh hahahaha, enak motong uang org yahhh hahahah"
Fadhilramadhannn,5,2021-05-18 12:10:05,"Semuanya sudah oke nyaman digunakan,akan tetapi lebih efisien jika ditambahkan metode pembayaran e wallet nya bkn hanya gopay dan linkAja tapi seperti dana dll juga. Semoga next update ada. Sekian terimakasih"
Narko,4,2021-05-17 03:31:57,"Sistem Top-up atau pembelian masih terlalu RIBET, harus ada bukti tranfer dan harus berasal dari rekening sesuai nama yang terdaftar. Kurang simple, alangkah lebih baik jika dimudahkan, misalnya dengan ditambahkan metode tranfer dari Virtual Account (VA), tranfer via Toko (Alfamart,Indomart,PT.Pos,dsb) Update: Skrg sudah tersedia banyak pilihan metode pembayaran. 4 bintang dulu ya, kalau profit ntar ditambah lagi 5 bintang."
Pineapple,3,2021-05-13 11:53:44,"Cukup mudah dipahami sebagai pemula seperti saya, tapi mohon dikasih pilihan pembayaran via DANA dong admin atau tidak SHOPEEPAY juga boleh. Di tempat saya top up gopay/link aja susah, gak semua punya ATM dan bertahan hidup di tempat elite. Mohon di kasih ya dan pertimbangkan!. Kali ini 3½ star dulu!"
muhammad arif setyo aji,2,2021-05-12 14:49:21,"Fitur bagus tapi kadang sering error, pas dibuka error connections padahal internet lancar, bayar pakai gopay juga kadang lama terverifikasinya. Jadi ragu mau nambah investasi."
Dimaz Arya Johan,5,2021-05-12 07:40:46,"Aplikasinya bagus sekali , cocok untuk pemula , tampilan nya sangat ramah pemula , dan fitur robo advisor nya sungguh membantu memilih Reksadana bagi yang baru mulai . Untuk Teman Teman yang baru mau mulai bisa mendapatkan CASHBACK 25k dengan menggunakan KODE REFERRAL: ""hijaucuan"" 👍^_^"
heri Erwanto,1,2021-05-11 05:31:11,Sangat mengecewakan setlah log in d hp lama berhasil n berinves log in d hp baru tidak masuk n perlu registrasi kmbli..pelayana melalui WhatsApp terlalu bertele-tele dan tidak jelas..
tes la,4,2021-05-10 09:04:59,"Aplikasinya bagus saya suka, tapi perlu ada peningkatan seperti : perlu ditambah penarikan dana ke e-wallet seperti ke gopay, Dana, ovo dll. Jangan hanya bisa dicairkan ke rekening saja. Ayo tingkatkan"
Wisnu Suryanto,1,2021-05-09 05:17:43,"Sangat kecewa, aplikasi tidak bisa di jalankan padahal koneksi internet sangat stabil.. tapi keterangan status ""mohon periksa koneksi internet"" .. tolong berikan solusinya"
Yulistyawan Lucky Wardhana,5,2021-05-05 23:04:26,"so far alhamdulillah pemakaian apk ini lancar2 saja, dari mulai deposit sampe penarikan gaada kendala. mudah2an kedepan apk ini lebih baik dan jangan sampe ada kendala. masukan aja kalau buka bibit di laptop kok error gtu ya kalau buat nglht porto. suwon."
Mohamad Fahri,2,2021-05-04 04:56:04,"Sebetulnya aplikasi ini bagus ""kalo"" kita nilai dari pertama daftar, panduannya serta proses investasinya. Bahkan untuk pemula seperti saya yg sama sekali tidak tau investasi itu. Tapi kekecewaan datang ketika proses penjualan reksadana proses uang masuk ke rekening kita itu lama sekali. Males kali kalo gini caranya buat investasi lebih di aplikasi ini"
ASSA 11,5,2021-05-03 20:38:45,"Untuk yang mengeluh belajar tatacara inveatasi dulu ya,, di youtube banyak.. Aplikasinya mamtap.. Kalo ga ingin minus dan nabng jangka panjang ambil yang pasar uang saja,, jangan coba2 beli obligasi atau saham 😊"
John Bali,1,2021-05-02 01:35:03,Benar2 lelet topup & widraw. Ke lain rekening kena biaya transfer sedang penghasilannyapun tak seberapa jauh dibawah biaya transfer antar bank. Saat masuk ke rekeningpun saldo terpotong tak seperti jumlah di histori transaksi bibit. KAPOOOK
Hengtono Hengtono,1,2021-05-01 17:08:40,"Masih butuh banyak perbaikan, karena aplikasi sering error...saya jadi ragu untuk berinvestasi lebih Invest hasil malah minus....lagi nyampaikan uneg2 malah di kick dari grup tele....adminnya masih picik dan berpikiran dangkal...."
Eliaambar Wati,5,2021-04-27 22:29:53,"Baru mencoba,saya kasih bintang 5 Register nya cepat tatapi kenapa saat playment di link aja berhasil tapi kenapa halaman aplikasih bibit tidak bisa terlihat harus di uninstal dulu dan unduh lagi,tolong di tingkatkan lagi makasih"
Ikhwan Official,5,2021-04-26 20:23:26,"Bagus, baru coba invest dana kecil, Alhamdulillah sudah profit kecil juga, dan prosesnya juga lumayan tidak terlalu lama, Kalau bisa proses investnya dan WD nya 1x24 jam bisa lsg masuk ke portofolio dan WD masuk ke rekening pribadi, jadi saya akan lebih rutin lagi untuk invest lebih besar. Demikian Terima kasih"
Sahrul Hidayat,5,2021-04-25 12:55:39,"Sederhana, mudah dipahami, UI yang rapi dan ramah pemula dengan disertai tutorial yang sangat membantu.. Satu lagi, tanpa janji janji manis yang menyesatkan dan gak masuk di akal.."
Nadia,4,2021-04-23 06:34:46,"apl buat orang sabar kaya gue :) niatnya nabung aja sih, semoga bisa dikit2 invest, skip kalo lo gak sabaran, karena ini ga seinstan trading, ruginya pun minim, overall ya lumayan lah ya, kita liat aja kedepannya miska:)"
Fahmi Esa Prasetya,1,2021-04-21 05:28:06,"kapok pake bibit, udah penarikannya lama lalu pernah ada kejadian ada 1 market saya yg sudah di jual sudah berbulan bulan sampai sekarang ga masuk masuk. skrg lagi proses penarikan lagi dan yg masuk cuma satu pembayaran aneh."
Firdan Firdaus,5,2021-04-18 17:41:40,"Sangat bagus, hadirin fitur darkmode dong, biar enak diliat nya. Keseluruhan udah sempura, tinggal tambahin tampilan darkmode aja"
Fitri Diani,3,2021-04-11 07:48:43,"Tolong dong developer utk masalah koneksi nya dibenerin, stiap kali mau lihat detail kurva perusahan slalu Los koneksi, pdhl sinyal internet saya aman2 aja, gimana mau buka investasi sendiri kalo utk liat dan mau beli aja gak bisa ibuka"
Benni Setiady,3,2021-04-10 17:31:04,"Saya termasuk sangat happy dengan aplikasi ini. Aplikasi nya sudah bisa dibilang bagus. Tp blundernya applikasi ini, brand ambassador nya. Iklan bibit, iklan app lain. Terlalu banyak kontroversi. Saya jadi gak suka. Tolong lah bibit, kualitas aplikasi akan diketahui banyak orang, kalau pun perlu ambassar yg netral2 aja. Teman lebih meyakinkan kalau soal mempengaruhi supaya orang pake bibit. Kecewa"
Yuliana Tri Windarti,1,2021-04-08 11:02:27,"Mau ngecek dana kok dari kmren aplikasi gak bisa dibuka, muncul koneksi tidak ada coba lagi. Upgrade udah, dihapus data udah. Tetep aja gak bisa. Kenapa ini"
Lathifa Jasmine,5,2021-04-07 12:04:14,"Seperti iklan, cocok untuk investor pemula, ga usah ribet dan pusing kalo mau investasi, untuk pengembang aplikasi, tingkatkan terus, teruslah berkarya!! =D"
mama muda,4,2021-04-04 22:03:26,"baru mencoba, semoga aplikasi bibit ini benar benar aman buat pemula yang baru bergabung dan baru mau belajar investasi, aplikasi reksadana unser interface mudah di mengerti, dan saran saya saat registrasi di beri pilihan memakai dompet digital. mudahan bibit terus berjaya dan bisa terus jaga amanat."
Ryan Hidayat,4,2021-04-03 19:53:43,Maaf saya kasih bintang 4 karena saya investasi saya pemula baru memakai apk ini terus saya beli yang Reksadana obligasi trus lama pembelian nya berhasil kenapatu?? Nanti kalo berhasil saya tambah bintang nyap
Muhammad Amirul Irfan,1,2021-04-02 23:16:33,"Sebenarnya aplikasi ini mudah untuk melakukan invest tapi sangat kecewa dengan service nya yang gag slalu uptodate (sabtu minggu & tanggal merah gag ada update perubahan harga),, sistem pembelian reksadana juga tidak realtime (misal kita beli di harga hari senin 1 april,, nanti yg terbeli dalam invest adalah harga di hari selasa 2 april)"
Rahmat Riyadi,5,2021-03-31 17:01:02,"Nabung makin cuan bersama Bibit. Lumayan nabung Disini bisa beli Mobil nih. Yuk gabung bersama sy memasukkan refferal ""DENGANMU"" untuk dapatkan cashback bonus. Tanpa refferal gak dapat cashback loh"
Akbar Alif,5,2021-03-29 18:57:08,"aplikasi ini sangat membantu saya dalam merencanakan investasi pada kurun waktu tertentu. tidak hanya itu, pembayaran nya pun banyak pilihannya. semua metode pembayarannya mudah, sederhana, dan praktis ga ribet."
Padilah,3,2021-03-20 23:01:11,"Sejauh ini masalah yg saya rasakan adalah tidak tersedianya mode malam, tema gelap atau sejenisnya. Terkadang sebelum tidur saya membuka aplikasi ini dan warna putih background aplikasi ini menyilaukan mata, meskipun kecerahan layar sudah diturunkan. Semoga bisa segera di tambahkan mode gelap"
